ULAN,ID_WIKIDATA,ConstituentID,DisplayName,ArtistBio,Nationality,pays,Gender,BeginDate,EndDate,datenaissance,datemort
500030657,Q154448,6109,Victor Vasarely,"French, born Hungary 1908–1997",French,France,Male,1908,1997,,
,,6110,Sigurd Vasegaard,Danish,Danish,Denmark,Male,0,,,
,,6111,Yuri V. (Mon) Vasiliev,"Russian, 1925–1990",Russian,Russia,,1925,1990,,
,,6112,Mohsen Vaziri Moghaddam,"Iranian, born 1924",Iranian,Iran,Male,1924,,,
,,6113,Gene Vass,"American, 1922–1996",American,United States,Male,1922,1996,,
500027029,Q6385156,6114,Keith Vaughan,British,British,United Kingdom,Male,0,,,
500011704,Q604546,6115,Ben Vautier,"French, born Italy. 1935",French,France,Male,1935,,1935-07-18T00:00:00Z,
,,6116,Eugène Charles Paul Vavasseur,"French, 1863–1949",French,France,Male,1863,1949,,
,Q6437991,6117,Kristian Vedel,"Danish, 1923–2003",Danish,Denmark,Male,1923,2003,,
,,6118,Alexander Semenovitch Vedernikov,"Russian, 1898–1975",Russian,Russia,Male,1898,1975,,
,,6119,Emilio Vedova,"Italian, 1919–1995",Italian,Italy,Male,1919,1995,,
500061952,Q1703961,6120,Jorge de la Vega,"Argentine, 1930–1971",Argentine,Argentina,Male,1930,1971,,
,,6121,Harriet M. Veissi,"American, born 1903",American,United States,Female,1903,,,
,,6123,Jukka Veistola,"Finnish, born 1946",Finnish,Finland,Male,1946,,,
,,6124,Bram van Velde,"Dutch, 1895–1981",Dutch,Netherlands,Male,1895,1981,,
,,6125,Vladimir Veličković,"Serbian and French, 1935 – 2019",Serbian,Serbia,Male,1935,2019,,
,,6126,Ruth Velissaratos,"American, born 1887",American,United States,Female,1887,,,
500121192,Q545445,6127,Bernar Venet,"French, born 1941",French,France,Male,1941,,,
,Q41316654,6128,Michael Venezia,"American, born 1935",American,United States,Male,1935,,1935-07-23T00:00:00Z,
500093458,Q7132258,6129,Paolo Venini,"Italian, 1895–1959",Italian,Italy,Male,1895,1959,,
,,6130,Venna,Italian,Italian,Italy,,0,,,
,,6131,Anita Ventura,American,American,United States,Female,0,,,
500018011,Q212312,6132,Robert Venturi,"American, 1925–2018",American,United States,Male,1925,2018,,
,,6133,Paul Véra,"French, 1882–1957",French,France,Male,1882,1957,,
,,6134,JoAnn Verburg,"American, born 1950",American,United States,Female,1950,,,
500124471,Q2582246,6135,André Verlon,"Austrian, 1917–1993",Austrian,Austria,Male,1917,1993,,
500008913,Q519428,6136,Luigi Veronesi,"Italian, 1908–1998",Italian,Italy,Male,1908,1998,,
,,6137,Raúl Veroni,"Argentine, 1913–1992",Argentine,Argentina,Male,1913,1992,,
,,6138,Kurt Versen,"American, born 1901",American,United States,Male,1901,,,
500019128,Q2834123,6139,Aleksandr Vesnin,"Russian, 1883–1959",Russian,Russia,Male,1883,1959,,
500018903,Q646763,6140,Renzo Vespignani,"Italian, 1924–2001",Italian,Italy,Male,1924,2001,,
,,6141,Michael Vessa,"American, born 1948",American,United States,Male,1948,,,
500356037,Q5240643,6142,David Vestal,"American,1924–2013",American,United States,Male,1924,2013,,
,,6143,Heinz Veuhoff,"German, born 1933",German,Germany,Male,1933,,,
,,6144,Ivan (Vial Williams) Vial,"Chilean, born 1928",Chilean,Chile,Male,1928,,,
500059148,Q2978246,6145,Claude Viallat,"French, born 1936",French,France,Male,1936,,,
500096726,Q2639441,6146,Alberto Viani,"Italian, 1906–1989",Italian,Italy,Male,1906,1989,,
500008993,Q5400843,6147,Esteban Vicente,"American, born Spain. 1903–2001",American,United States,Male,1903,2001,,
500041767,Q3439545,6150,Roger Vieillard,"French, 1907–1989",French,France,Male,1907,1989,,
,,6151,Constance Brenner Vieira Da Cunha,"American, born 1943",American,United States,Female,1943,,,
500124985,Q242399,6152,Maria Helena Vieira da Silva,"French, born Portugal. 1908–1992",French,France,Female,1908,1992,,
,,6153,Jean-Pierre Vielfaure,"French, born 1930",French,France,Male,1930,,,
,,6154,Romas Viesulas,"American, 1918–1986",American,United States,Male,1918,1986,,
500078468,Q2317903,6155,Massimo Vignelli,"Italian, 1931–2014",Italian,Italy,Male,1931,2014,,
,,6158,Miguel Vilá,Spanish,Spanish,Spain,Male,0,,,
,,6159,Juan Vila Vilacasas,"Spanish, born 1920",Spanish,Spain,Male,1920,,,
,,6160,Javier Vilato,Spanish,Spanish,Spain,Male,0,,,
,,6161,Eduardo Vilches,"Chilean, born 1932",Chilean,Chile,Male,1932,,,
,,6162,André Villeboeuf,"French, 1893–1956",French,France,Male,1893,1956,,
500063802,Q452451,6163,Jacques Villeglé,"French, born 1926",French,France,Male,1926,,,
500003616,Q452254,6165,Jacques Villon,"French, 1875–1963",French,France,Male,1875,1963,,
,,6166,Victor Semenovich Vilner,Russian,Russian,Russia,Male,0,,,
,,6167,René Vincent,"Haitian, born 1911",Haitian,Haiti,Male,1911,,,
,,6168,Lauretta Vinciarelli,"Italian, 1943–2012",Italian,Italy,Female,1943,2012,,
,,6169,Claude Viseux,"French, 1927–2008",French,France,Male,1927,2008,,
500099753,Q464614,6170,Roman Vishniac,"American, born Russia. 1897–1990",American,United States,Male,1897,1990,,
500075343,Q604267,6171,Carel Visser,"Dutch, 1928–2015",Dutch,Netherlands,Male,1928,2015,1928-05-03T00:00:00Z,2015-03-01T00:00:00Z
,,6172,Carmel E. Vitullo,American,American,United States,Female,0,,,
,,6173,Carlo L. Vivarelli,"Swiss, 1919–1986",Swiss,Switzerland,Male,1919,1986,,
500029397,Q3108161,6174,Giuseppe Viviani,"Italian, 1898–1965",Italian,Italy,Male,1898,1965,,
500022853,Q1563526,6175,Louis Vivin,"French, 1861–1936",French,France,Male,1861,1936,,
,,6176,Michael Vivo,"American, 1947–1984",American,United States,Male,1947,1984,,
500008582,Q241098,6177,Maurice de Vlaminck,"French, 1876–1958",French,France,Male,1876,1958,,
,,6178,Lucien Vlerick,"Belgian, born 1921",Belgian,Belgium,Male,1921,,,
,,6179,Heinrich Vogeler,"German, 1872–1942",German,Germany,Male,1872,1942,,
500007987,Q7383250,6180,Ruth Vollmer,"American, born Germany. 1903–1982",American,United States,Female,1903,1982,,
,,6183,Monika Von Boch,"German, 1915–1993",German,Germany,Female,1915,1993,,
500062531,Q442841,6184,Baroness Elsa von Freytag-Loringhoven,"German, 1874–1927",German,Germany,Female,1874,1927,,
,,6185,Priska Von Martin,"German, 1912–1982",German,Germany,Female,1912,1982,,
,,6186,Otto Von Wätjen,"German, 1881–1942",German,Germany,Male,1881,1942,,
,,6187,John Von Wicht,"American, 1888–1970",American,United States,Male,1888,1970,,
,,6188,Charmion von Wiegand,"American, 1899–1983",American,United States,Female,1899,1983,,
500024263,Q471652,6189,Friedrich Vordemberge-Gildewart,"Dutch, born Germany. 1899–1962",Dutch,Netherlands,Male,1899,1962,,
,,6190,Jan Voss,"German, born 1936",German,Germany,Male,1936,,,
500004580,Q326226,6191,Wolf Vostell,"German, 1932–1998",German,Germany,Male,1932,1998,,
,,6192,Andrei Voznesensky,"Russian, born 1933",Russian,Russia,Male,1933,,,
500021818,Q13552833,6193,Adam Clark Vroman,"American, 1856–1916",American,United States,Male,1856,1916,,
500014954,Q239394,6194,Édouard Vuillard,"French, 1868–1940",French,France,Male,1868,1940,,
,,6195,Lazar Vujaklija,"Serbian, born 1914",Serbian,Serbia,Male,1914,,,
,,6196,Gérard Vulliamy,"French, 1909–2005",French,France,Male,1909,2005,,
,,6197,Jean Vylen,Nationality unknown,Nationality unknown,Nationality unknown,Male,0,,,
,,6198,Vaclav Vytlacil,"American, 1892–1984",American,United States,Male,1892,1984,,
,,6200,Ludwig Wachlmeier (or Aloys Ludwig Wach),"Austrian, 1892–1940",Austrian,Austria,Male,1892,1940,,
500032987,Q95246,6201,Konrad Wachsmann,"American, born Germany. 1901–1980",American,United States,Male,1901,1980,,
,,6202,M. Waddell,American,American,United States,,0,,,
,,6203,Theodore Waddell,"American, born 1928",American,United States,Male,1928,,,
,,6204,Douglas Wadden,American,American,United States,Male,0,,,
500028119,Q1294022,6205,Edward Wadsworth,"British, 1889–1949",British,United Kingdom,Male,1889,1949,1889-10-29T00:00:00Z,1949-06-21T00:00:00Z
,,6206,Len Waernberg,"Swedish, born 1926",Swedish,Sweden,,1926,,,
,,6207,Jaap Wagemaker,"Dutch, 1906–1972",Dutch,Netherlands,Male,1906,1972,,
500048135,Q77378,6208,Wilhelm Wagenfeld,"German, 1900–1990",German,Germany,Male,1900,1990,,
,,6209,John F. Waggaman,"American, born 1923",American,United States,Male,1923,,,
500016971,Q84287,6210,Otto Wagner,"Austrian, 1841–1918",Austrian,Austria,Male,1841,1918,,
,,6211,Wilhelm Wagner,"German, 1887–1968",German,Germany,Male,1887,1968,,
,,6212,Wagula,Yugoslav,Yugoslav,Yugoslav,,0,,,
,,6213,Marcelle Wahl,"French, 1888–1974",French,France,Female,1888,1974,,
,,6214,Diane Wakaski,Nationality unknown,Nationality unknown,Nationality unknown,Female,0,,,
,,6215,Aijiro Wakita,"Japanese, born 1942",Japanese,Japan,Male,1942,,,
,,6216,Robert Walch,American,American,United States,Male,0,,,
500112469,Q23678496,6217,Sylvia Wald,"American, 1915–2011",American,United States,Female,1915,2011,1915-10-30T00:00:00Z,2011-01-01T00:00:00Z
,,6218,Paul Waldman,"American, born 1936",American,United States,Male,1936,,,
,,6219,Butch Walker,"American, born 1941",American,United States,Male,1941,,,
500022965,Q324571,6220,John Walker,"British, born 1939",British,United Kingdom,Male,1939,,1939-11-12T00:00:00Z,
,,6221,Sandy Walker,"American, born 1942",American,United States,Female,1942,,,
,,6222,Todd Walker,"American, 1917–1998",American,United States,Male,1917,1998,,
500026928,Q4669219,6223,Abraham Walkowitz,"American, born Russia. 1878–1965",American,United States,Male,1878,1965,,
500198978,Q764407,6224,August Walla,"Austrian, born 1936–2001",Austrian,Austria,Male,1936,2001,,
,,6225,Frank Wallace,"American, 1881–1962",American,United States,Male,1881,1962,,
,,6226,John Wallace,Canadian,Canadian,Canada,Male,0,,,
500334269,Q5293939,6228,Don Wallance,"American, 1909–1990",American,United States,Male,1909,1990,,
500029935,Q3354650,6229,Alfred Wallis,"British, 1855–1942",British,United Kingdom,Male,1855,1942,1855-08-18T00:00:00Z,1942-08-29T00:00:00Z
,,6230,Edward Wallowitch,"American, 1932–1981",American,United States,Male,1932,1981,,
,,6231,William Walmsley,"American, born 1923",American,United States,Male,1923,,,
,,6232,Karl Walser,"Swiss, 1877–1943",Swiss,Switzerland,Male,1877,1943,,
,Q55219969,6233,Bernard Walsh,"American, 1912–2004",American,United States,Male,1912,2004,1912-01-01T00:00:00Z,2004-01-01T00:00:00Z
500051871,,6234,Carl Walters,"American, 1883–1955",American,United States,Male,1883,1955,,
,,6235,Ernest Walters,"American, 1927–2004",American,United States,Male,1927,2004,,
,,6236,Eugene Walters,"American, born 1942",American,United States,Male,1942,,,
,,6237,Jo Ann Walters,"American, born 1952",American,United States,Female,1952,,,
,,6238,Gene Walther,Swiss,Swiss,Switzerland,Male,0,,,
,,6239,Allan Walton,"British, 1891–1948",British,United Kingdom,Male,1891,1948,,
,,6240,Nicolaas Warb (Sophie Warburg),"Dutch, 1906–1957",Dutch,Netherlands,Female,1906,1957,,
,,6241,Jim Ward,American,American,United States,Male,0,,,
,,6242,Velox Ward,"American, 1901–1944",American,United States,Male,1901,1944,,
,,6243,Frederick Wardy,"American, born 1937",American,United States,Male,1937,,,
,,6244,John D. Wareham,"American, 1871–1954",American,United States,Male,1871,1954,,
500006031,Q5603,6246,Andy Warhol,"American, 1928–1987",American,United States,Male,1928,1987,,
,,6247,William Warnecke,"American, 1881–1939",American,United States,Male,1881,1939,,
,,6248,Henry de Waroquier,"French, 1881–1970",French,France,Male,1881,1970,,
,,6249,Dody Weston Thompson,"American,1923–2012",American,United States,Male,1923,2012,,
,,6250,Marian Warzecha,"Polish, born 1930",Polish,Poland,Female,1930,,,
,Q331125,6251,Bradford Washburn,"American, 1910–2007",American,United States,Male,1910,2007,,
,,6252,Wasserman,Swiss,Swiss,Switzerland,,0,,,
,,6253,Yukichi Watabe,"Japanese, 1924–1993",Japanese,Japan,Male,1924,1993,,
,,6254,Ryo Watanabe,"Japanese, born 1936",Japanese,Japan,Male,1936,,,
,,6255,Sadao Watanabe,"Japanese, 1913–1996",Japanese,Japan,Male,1913,1996,,
,,6256,Yoshio Watanabe,"Japanese, 1907–2000",Japanese,Japan,Male,1907,2000,,
,,6257,Neil S. Waterman,American,American,United States,Male,0,,,
,,6258,E. K. Waters,American,American,United States,,0,,,
500002731,Q2939083,6260,Carleton E. Watkins,"American, 1829–1916",American,United States,Male,1829,1916,,
500025403,,6261,Franklin Chenault Watkins,"American, 1894–1972",American,United States,Male,1894,1972,,
,,6262,Gilbert A. Watrous,"American, 1919–1991",American,United States,Male,1919,1991,,
,,6264,Brian J. Watson,"British, born 1949",British,United Kingdom,Male,1949,,,
,,6265,F. Marriott Watson,British,British,United Kingdom,,0,,,
,,6266,S. Watson,British,British,United Kingdom,,0,,,
500088437,Q433566,6267,Eva Watson-Schütze,"American, 1867–1935",American,United States,Female,1867,1935,,
,,6268,Henning Watterston,"American, 1916–2009",American,United States,Male,1916,2009,,
500047426,Q2159143,6269,Robert Watts,"American, 1923–1988",American,United States,Male,1923,1988,1923-06-14T00:00:00Z,1988-09-02T00:00:00Z
500051984,Q3915869,6271,June Wayne,"American, 1918–2011",American,United States,Female,1918,2011,,
500124474,Q3530288,6272,Todd Webb,"American, 1905–2000",American,United States,Male,1905,2000,,
,,6273,Franklin Webber,American,American,United States,Male,0,,,
,,6274,Hugo Weber,"American, 1918–1971",American,United States,Male,1918,1971,,
500029261,Q535334,6275,Max Weber,"American, born Russia. 1881–1961",American,United States,Male,1881,1961,,
500062605,Q319331,6278,Josiah Wedgwood,"British, 1730–1795",British,United Kingdom,Male,1730,1795,,
,,6279,William Frederick Weege III,"American, born 1935",American,United States,Male,1935,,,
500022565,Q3783535,6280,Harry Mohr Weese,"American, 1915–1998",American,United States,Male,1915,1998,,
500118696,Q567366,6281,William Wegman,"American, born 1943",American,United States,Male,1943,,,
500004003,Q700073,6282,Hans Wegner,"Danish, 1914–2007",Danish,Denmark,Male,1914,2007,,
,,6283,Weigl-Waltl,German,German,Germany,,0,,,
,Q1752531,6284,Svend Weihrauch,"Danish, 1899–1962",Danish,Denmark,Male,1899,1962,1899-07-08T00:00:00Z,1962-06-14T00:00:00Z
500068605,Q5353726,6285,Elbert Weinberg,"American, 1928–1991",American,United States,Male,1928,1991,,
,,6286,Helen Joy Weinberg,"American, 1900–1994",American,United States,Female,1900,1994,,
500069291,Q5214568,6287,Dan Weiner,"American, 1919–1959",American,United States,Male,1919,1959,,
500013081,Q680192,6288,Lawrence Weiner,"American, 1942–2021",American,United States,Male,1942,2021,1942-02-10T00:00:00Z,2021-12-02T00:00:00Z
,,6289,Wolfgang Weingart,"Swiss, 1941 – 2021",Swiss,Switzerland,Male,1941,2021,,
,,6290,David Weinrib,"American, 1924–2016",American,United States,Male,1924,2016,,
,,6291,Joyce Weinstein,"American, born 1931",American,United States,Female,1931,,,
,,6292,John Spence Weir,"American, born 1930",American,United States,Male,1930,,,
,,6293,Weisgerber,Austrian,Austrian,Austria,,0,,,
500060883,Q18618552,6294,David Weiss,"Swiss, 1946–2012",Swiss,Switzerland,Male,1946,2012,1946-06-21T00:00:00Z,2012-04-27T00:00:00Z
,,6295,John Joseph Weiss,"American, 1941–2017",American,United States,Male,1941,2017,,
,Q3460581,6296,Sabine Weiss,"Swiss, 1924–2021",Swiss,Switzerland,Female,1924,2021,,
,,6297,Weissauer,Nationality unknown,Nationality unknown,Nationality unknown,,0,,,
,,6298,Ernest Weissman,American,American,United States,Male,0,,,
,,6299,Susan Weitzman,American,American,United States,Female,0,,,
,,6300,Pepi Weixlgartner,"Austrian, 1886–1981",Austrian,Austria,Female,1886,1981,,
,,6301,Mieczyslaw Wejman,"Polish, 1912–1997",Polish,Poland,Male,1912,1997,,
,,6302,Stanislaw Wejman,"Polish, born 1944",Polish,Poland,Male,1944,,,
,Q826319,6303,Roger Welch,"American, born 1946",American,United States,Male,1946,,1946-02-10T00:00:00Z,
,,6304,W. Archibald Welden,"American, 1900–1970",American,United States,Male,1900,1970,,
500015713,Q6989468,6305,Neil Welliver,"American, 1929–2005",American,United States,Male,1929,2005,,
,,6306,James Lesesne Wells,"American, 1902–1993",American,United States,Male,1902,1993,,
,,6307,Lynton Wells,"American, born 1940",American,United States,Male,1940,,,
,,6308,Jack Welpott,"American, 1923–2007",American,United States,Male,1923,2007,,
500041132,Q7620670,6309,Stow Wengenroth,"American, 1906–1978",American,United States,Male,1906,1978,,
,Q55219983,6311,Jane Wenger,"American, born 1944",American,United States,Female,1944,,1944-01-01T00:00:00Z,
,,6312,Wilhelm Wenk,German,German,Germany,Male,0,,,
,,6313,F. H. Wenzel,Nationality unknown,Nationality unknown,Nationality unknown,,0,,,
500021881,Q2418467,6314,Theodor Werner,"German, 1886–1969",German,Germany,Male,1886,1969,,
,,6315,Wolfgang von Wersin,"German, 1882–1976",German,Germany,Male,1882,1976,,
500107563,Q1425302,6316,John Wesley,"American, 1928 – 2022",American,United States,Male,1928,2022,1928-11-25T00:00:00Z,2022-02-10T00:00:00Z
500036649,Q373689,6317,"Henry Wessel, Jr.","American, 1942–2018",American,United States,Male,1942,2018,,
500025122,Q703660,6318,Tom Wesselmann,"American, 1931–2004",American,United States,Male,1931,2004,,
,,6319,Levon West,"American, 1900–1968",American,United States,Male,1900,1968,,
,,6321,Timothy West,"American, 1937–2012",American,United States,Male,1937,2012,,
500022770,Q1553678,6322,H. C. Westermann,"American, 1922–1981",American,United States,Male,1922,1981,,
,,6326,Terence Westmacott,,,Nationality unknown,Male,0,,,
500030585,Q910885,6327,Brett Weston,"American, 1911–1993",American,United States,Male,1911,1993,,
500003372,Q346988,6329,Edward Weston,"American, 1886–1958",American,United States,Male,1886,1958,,
500006170,Q5662727,6330,Harold Weston,"American, 1894–1972",American,United States,Male,1894,1972,,
,,6331,Bengt Westrell,"Swedish, born 1927",Swedish,Sweden,,1927,,,
500022974,Q2337903,6332,Stefan Wewerka,"German, 1928–2013",German,Germany,Male,1928,2013,,
,Q55219988,6333,Dennis Wheeler,"American, born 1935",American,United States,Male,1935,,1935-01-01T00:00:00Z,
500030112,Q1351738,6335,John Adams Whipple,"American, 1822–1891",American,United States,Male,1822,1891,,
500012432,Q203643,6336,James McNeill Whistler,"American, 1834–1903",American,United States,Male,1834,1903,,
,,6337,Rex Whistler,"British, 1905–1944",British,United Kingdom,Male,1905,1944,,
500025892,Q942472,6338,Clarence H. White,"American, 1871–1925",American,United States,Male,1871,1925,,
500115749,Q5083521,6339,Charles White,"American, 1918–1979",American,United States,Male,1918,1979,1918-04-02T00:00:00Z,1979-10-03T00:00:00Z
500115749,Q5083521,6339,Charles White,"American, 1918–1979",American,United States,Male,1918,1979,1918-04-02T00:00:00Z,1979-11-03T00:00:00Z
,,6340,Henry White,"British, 1819–1903",British,United Kingdom,Male,1819,1903,,
,,6341,Linda White,"American, born 1945",American,United States,Female,1945,,,
500000194,Q712996,6342,Minor White,"American, 1908–1976",American,United States,Male,1908,1976,,
,,6343,Neal White,"American, born 1947",American,United States,Male,1947,,,
,,6344,Stephen White,"American, born 1948",American,United States,Male,1948,,,
,,6346,Walter Whitehead,"American, 1874–1956",American,United States,Male,1874,1956,,
,,6347,Brett Whiteley,"Australian, 1939–1992",Australian,Australia,Male,1939,1992,,
,,6348,Forbes Johnstone Whiteside,"American, 1918–2015",American,United States,Male,1918,2015,,
500110594,Q7351025,6350,Robert Whitman,"American, born 1935",American,United States,Male,1935,,1935-01-01T00:00:00Z,
500077661,Q6115781,6351,Jack Whitten,"American, 1939–2018",American,United States,Male,1939,2018,,
,,6352,Jan Wichers,"German, born 1944",German,Germany,Male,1944,,,
,,6354,Jan Wiegers,"Dutch, 1893–1959",Dutch,Netherlands,Male,1893,1959,,
,,6355,Hannah Weiner,"American, 1928–1997",American,United States,Female,1928,1997,,
,,6356,Metall-Arbeit Wiener Werkstätte,Austrian,Austrian,Austria,,0,,,
,,6357,Anne Wienholt,"Australian, born 1920",Australian,Australia,Female,1920,,,
,,6358,Jupp Wiertz,"German, 1881–1939",German,Germany,Male,1881,1939,,
,,6359,Don Wight,"American, born 1924",American,United States,Male,1924,,,
,,6360,Orrin Wightman,"American, 1873–1965",American,United States,Male,1873,1965,,
,,6361,Svend Wiig Hansen,"Danish, 1922–1997",Danish,Denmark,Male,1922,1997,,
,Q879860,6362,Bjorn Wiinblad,"Danish, 1918–2006",Danish,Denmark,Male,1918,2006,1918-09-20T00:00:00Z,2006-06-08T00:00:00Z
,,6363,Hendrikus Th. Wijdeveld,"Dutch, 1885–1987",Dutch,Netherlands,Male,1885,1987,,
,,6364,David Wilcox,American,American,United States,Male,0,,,
,,6365,Gerald Wilde,British,British,United Kingdom,Male,0,,,
500096143,Q102204,6366,Marguerite Wildenhain,"American, born France. 1896–1985",American,United States,Female,1896,1985,,
,,6367,Adolpho Wildt,"Italian, 1868–1931",Italian,Italy,Male,1868,1931,,
500022350,Q2581047,6370,William T. Wiley,"American, 1937 – 2020",American,United States,Male,1937,2020,,
500084072,Q7795122,6371,Thomas Wilfred,"American, born Denmark. 1889–1968",American,United States,Male,1889,1968,1889-06-18T00:00:00Z,1968-06-10T00:00:00Z
,,6372,Ulfert Wilke,"American, 1907–1988",American,United States,Male,1907,1988,,
,,6373,John Willenbecher,"American, born 1936",American,United States,Male,1936,,,
,,6374,Mildred E. Williams,"American, 1892–1967",American,United States,Female,1892,1967,,
,,6375,Casey Williams,"American, 1947–2013",American,United States,Male,1947,2013,,
,,6376,Daniel S. Williams,"American, born 1942",American,United States,Male,1942,,,
500085600,Q719185,6377,Emmett Williams,"American, 1925–2007",American,United States,Male,1925,2007,,
500031568,Q1565078,6378,Fred Williams,"Australian, 1927–1982",Australian,Australia,Male,1927,1982,,
,,6380,James Leon Williams,"American, 1852–1920",American,United States,Male,1852,1920,,
500122347,Q339892,6381,Mason Williams,"American, born 1938",American,United States,Male,1938,,,
500002663,Q8019143,6382,William T. Williams,"American, born 1942",American,United States,Male,1942,,,
500334446,Q18618540,6383,Clara McDonald Williamson,"American, 1875–1976",American,United States,Female,1875,1976,,
,,6384,Thornton Willis,"American, born 1936",American,United States,Male,1936,,,
,,6385,Manfred Willmann,"Austrian, born 1952",Austrian,Austria,Male,1952,,,
500019367,,6386,Christopher Wilmarth,"American, 1943–1987",American,United States,Male,1943,1987,,
500025761,Q2179710,6387,George Washington Wilson,"British, 1823–1893",British,United Kingdom,Male,1823,1893,,
,,6388,Jane Wilson,"American, 1924–2015",American,United States,Female,1924,2015,,
,,6389,Michael Wilson,"American, born 1947",American,United States,Male,1947,,,
500124951,Q541526,6390,Robert Wilson,"American, born 1941",American,United States,Male,1941,,,
,,6391,Scott Wilson,"Scottish, born United States. 1889–1972",Scottish,Scottish,Male,1889,1972,,
,,6392,R. W. Winfield,British,British,United Kingdom,,0,,,
,,6393,David Wing,"American, born 1947",American,United States,Male,1947,,,
,,6394,Sven Wingquist,"Swedish, 1876–1953",Swedish,Sweden,Male,1876,1953,,
,,6395,Princess Winifred,Nationality unknown,Nationality unknown,Nationality unknown,Female,0,,,
,,6396,Trevor Winkfield,"British, born 1944",British,United Kingdom,Male,1944,,,
,,6397,Gerd Winner,"German, born 1936",German,Germany,Male,1936,,,
,Q43140034,6398,Geoff Winningham,"American, born 1943",American,United States,Male,1943,,1943-01-01T00:00:00Z,
500014550,Q121903,6399,Garry Winogrand,"American, 1928–1984",American,United States,Male,1928,1984,,
,,6400,Neil Winokur,"American, born 1945",American,United States,Male,1945,,,
,Q18669835,6401,Rolf Winquist,"Swedish, 1910–1968",Swedish,Sweden,Male,1910,1968,,
500077642,Q6120232,6402,Jackie Winsor,"American, born Canada 1941",American,United States,Female,1941,,,
,,6403,Thomas W. Winstead,"American, born 1918",American,United States,Male,1918,,,
500015352,Q578152,6405,Fritz Winter,"German, 1905–1976",German,Germany,Male,1905,1976,,
,,6406,Alfred Winter-Rust,"German, 1923–2000",German,Germany,Male,1923,2000,,
,Q16145906,6407,Robin Winters,"American, born 1950",American,United States,Male,1950,,1950-01-01T00:00:00Z,
500000039,Q2405815,6408,Terry Winters,"American, born 1949",American,United States,Male,1949,,,
500097462,Q550411,6409,Tapio Wirkkala,"Finnish, 1915–1985",Finnish,Finland,Male,1915,1985,,
500345750,Q1279024,6410,Kurt Wirth,"Swiss, born 1917",Swiss,Switzerland,Male,1917,,,
,,6411,Marc Wise,"American, born 1964",American,United States,Male,1964,,,
,Q55220001,6412,Francis Wishart,"British, born 1951",British,United Kingdom,Male,1951,,1951-01-01T00:00:00Z,
,,6413,Eugen Wiskovsky,"Czech, 1888–1964",Czech,Czech Republic,Male,1888,1964,,
,,6414,Benno Wissing,"Dutch, 1923–2008",Dutch,Netherlands,Male,1923,2008,,
,,6415,Adrian Wiszniewski,"British, born 1958",British,United Kingdom,Male,1958,,,
,,6416,Joan Witek,"American, born 1943",American,United States,Female,1943,,,
500020019,Q554307,6417,Joel-Peter Witkin,"American, born 1939",American,United States,Male,1939,,,
,,6418,Rainer Wittenborn,"German, born 1941",German,Germany,Male,1941,,,
,,6419,Ben Wittick,"American, 1845–1903",American,United States,Male,1845,1903,,
,,6420,Johann Loetz,Austrian,Austrian,Austria,Male,0,,,
,,6421,Josef Rudolf Witzel,"German, 1867–1927",German,Germany,Male,1867,1927,,
500021738,Q5370951,6422,Emerson Woelffer,"American, 1914–2003",American,United States,Male,1914,2003,,
,,6423,Agatha Wojciechowsky,"American, 1893–1986",American,United States,Female,1893,1986,,
,,6424,Stanislav Wojtowicz,"Polish, 1920 – 1991",Polish,Poland,Male,1920,1991,,
500002522,Q436687,6426,Marion Post Wolcott,"American, 1910–1990",American,United States,Female,1910,1990,,
,,6427,Arne Wolf,"American, born 1929",American,United States,Male,1929,,,
,,6428,Sylvia Wolf,"American, born 1957",American,United States,Female,1957,,,
,,6429,Grete Wolf-Krakauer,"Israeli, born Austria-Hungary. 1890–1970",Israeli,Israel,Female,1890,1970,,
,,6430,Wolfsberg,German,German,Germany,,0,,,
,,6431,Jeffrey Wolin,"American, born 1951",American,United States,Male,1951,,,
500007176,Q553952,6432,Wols (A. O. Wolfgang Schulze),"German, 1913–1951",German,Germany,Male,1913,1951,,
,,6433,Andrew Kay Womrath,"American, 1869–1939",American,United States,Male,1869,1939,,
,,6434,Helena (Mie Yuan Wong) Wong,"Brazilian, 1938–1990",Brazilian,Brazil,Female,1938,1990,,
500001115,Q7154467,6435,Paul Wonner,"American, 1920–2008",American,United States,Male,1920,2008,,
,,6436,Art Wood,"American, born 1918",American,United States,Male,1918,,,
500347686,Q4965677,6437,Brian Wood,"Canadian, born 1948",Canadian,Canada,Male,1948,,,
,,6438,Esther Wood,"American, born 1921",American,United States,Female,1921,,,
500031056,Q217434,6439,Grant Wood,"American, 1891–1942",American,United States,Male,1891,1942,,
,,6440,Gross Wood,"American, born 1919",American,United States,Male,1919,,,
,,6441,J. Trevor Wood,"Zimbabwean, born Great Britain 1930",British,United Kingdom,Male,1930,,,
,,6442,Charles Herbert Woodbury,"American, 1864–1940",American,United States,Male,1864,1940,,
,,6443,D. B. Woodbury,"American, died 1866",American,United States,Male,0,1866,,
,Q55220010,6444,Pamela Woodhead,"British, 1955–2009",British,United Kingdom,Female,1955,2009,1955-01-01T00:00:00Z,2009-01-01T00:00:00Z
,Q5546504,6445,George Woodman,"American, born 1932",American,United States,Male,1932,,1932-04-27T00:00:00Z,2017-03-23T00:00:00Z
500053935,Q476192,6446,Bill Woodrow,"British, born 1948",British,United Kingdom,Male,1948,,,
